"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"b5d90071-bf11-46de-a30a-2e7a3d50e823","China_output067_text.txt","George Staunton","char-offset:1660","PERSON","","","","","","","","Staunton (1797)","","",""
"2a54bba9-0634-4da9-bfbf-a1e685012092","China_output068_text.txt","Holland","char-offset:29","PLACE","http://sws.geonames.org/2750405","Netherlands","","52.23897485874427","5.594164442368646","","VERIFIED","","","",""
"8f5331cb-9d73-4dc7-a221-64b13a56565d","China_output068_text.txt","Noah","char-offset:184","PERSON","","","","","","","","","","",""
"aa3ffe75-7f9b-41c0-a84e-5703aa509f3a","China_output068_text.txt","Du Halde","char-offset:190","PERSON","","","","","","","","Du Halde","","",""
"35b1c769-f411-4726-bbae-3386ec33425f","China_output068_text.txt","emperor Yau","char-offset:218","PERSON","","","","","","","","","Emperor Yao / Yáo; traditionally c. 2356 – 2255 BCE; reference to great floods in this account <https://en.wikipedia.org/wiki/Emperor_Yao>
","",""
"3e0bdc9f-9e20-417f-ab75-8414219022f2","China_output068_text.txt","Le Poivre","char-offset:532","PERSON","","","","","","","","Poivre|Pierre","Pierre Poivre (1719-86), Travels of a philosopher; or, Observations on the manners and arts of various nations in Africa and Asia. By M. Le Poivre, late envoy to the King of Conchin-China (reprinted 1797) <http://name.umdl.umich.edu/N24679.0001.001>
","",""
"3edadb55-53f4-43a7-89e9-3751f6a643fc","China_output068_text.txt","Holland","char-offset:870","PLACE","http://sws.geonames.org/2750405","Netherlands","","52.23897485874427","5.594164442368646","","VERIFIED","","","",""
"619c5b41-5035-4d82-ab68-4532031087a5","China_output068_text.txt","Montesquieu","char-offset:999","PERSON","","","","","","","","Montesquieu","Charles Louis de Secondat, baron de Montesquieu (1689-1755); Hou Hongxun, 'Montesquieu and China' <https://www.tandfonline.com/doi/pdf/10.2753/CSP1097-1467220111?needAccess=true>; Pauline Kra, 'The Role of China in Montesquieu's ""Esprit des lois"" (2015) <https://doi.org/10.17613/M6TW29> [saved in Bibliography folder]; Walter Watson, 'Montesquieu and Voltaire on China' (1979) <https://www.proquest.com/openview/2a29bb4c34e5702ec8ed06d030ee3792/1?pq-origsite=gscholar&cbl=1817151>","",""
"a58a17e4-305c-4511-a644-1dc5ed0a376d","China_output068_text.txt","Chew-shan","char-offset:1199","PLACE","http://sws.geonames.org/1886762","Zhoushan","","29.98869","122.20488","","VERIFIED","","https://en.wikipedia.org/wiki/Zhoushan_Island | Ynys Chew-shan neu Chusan (Zhoushan) ger arfordir talaith Tche-Tchiang (Zhejiang) oedd y lle cyntaf yn Tsieina i'r Prydeinwyr ymsefydlu ynddo, meddai Pennant. Defnyddiodd wybodaeth James Cunningham (c.1665-1709), meddyg yn y wladfa, i ddisgrifio adnoddau naturiol cyfoethog yr ynys. Am y llythyr gan Cunningham o Zhoushan a ddefnyddiwyd gan Pennant fel ffynhonnell,fwy na thebyg, gw. <https://doi.org/10.1098/rstl.1702.0023>.","",""
"9a9dc2d5-062f-4a1b-994a-2ea03cace6c5","China_output068_text.txt","China","char-offset:1313","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"48f7448a-7b5a-4200-a72b-b6a1eb2737d9","China_output068_text.txt","Ning-po","char-offset:1510","PLACE","http://sws.geonames.org/1799397","Ningbo","","29.87819","121.54945","","VERIFIED","","formerly Romanized as Ningpo <https://en.wikipedia.org/wiki/Ningbo>
","",""
"5b4c319c-5846-49a0-9851-2d8a83e65862","China_output068_text.txt","Du Halde","char-offset:1650","PERSON","","","","","","","","Du Halde","","",""
"76a3db22-7a4c-4045-ae31-4acd56661f45","China_output069_text.txt","Shau-hing-foo","char-offset:138","PLACE","http://sws.geonames.org/1795855","Shaoxing","","30.00237","120.57864","","VERIFIED","journey_pennant coastal_01","Other name choices in the atlas for the same location have the suffix 'Fu' after Shaoxing, bringing it closer to TP's text; information on Google maps  mentions its location on Grand Canal [Shaoxing is a city in eastern China's Zhejiang province, straddling the Grand Canal and crossed by many waterways]; see also <https://en.wikipedia.org/wiki/Shaoxing> | Trafododd Pennant y dull o symud cychod o lefel i lefel ar gamlas rhwng Ning-po (Ningbo) a Shau-hing-foo (Shaoxing). Ceir fersiynau eraill o enw'r dref hon sy'n cynnwys yr ôl-ddodiad 'Fu' ac felly'n agosach at yr enw a roddwyd gan Pennant.","",""
"8da73f79-c588-4081-b21c-27b841d36a20","China_output069_text.txt","city","char-offset:161","PLACE","http://sws.geonames.org/1799397","Ningbo","","29.87819","121.54945","","VERIFIED","","","",""
"ee1d6e7a-4245-471d-9e55-c11742c140d0","China_output069_text.txt","Ning-po","char-offset:709","PLACE","http://sws.geonames.org/1799397","Ningbo","","29.87819","121.54945","","VERIFIED","journey_pennant coastal_01","","",""
"dacceb9b-7fa4-4677-9e86-a6b4778454b3","China_output069_text.txt","Shau-hing","char-offset:772","PLACE","http://sws.geonames.org/1795855","Shaoxing","","30.00237","120.57864","","VERIFIED","journey_pennant coastal_01","goods on canal discussed. OMIT WELSH NOTE Disgrifiodd Pennant sut y cludid nwyddau ar gychod ar ffurf gondolâu ar hyd y gamlas o Ning-po hyd at gamlas Shau-hing (Shaoxing), mewn proses gymhleth o ostwng o lefel i lefel.","",""
"c4187f0d-5e37-46ef-9120-7777c0254ea9","China_output069_text.txt","Ningpo","char-offset:947","PLACE","http://sws.geonames.org/1799397","Ningbo","","29.87819","121.54945","","VERIFIED","journey_pennant coastal_01","Info on Ningpo trade with Batavia, Siam and Japan. | Rhoddodd Pennant beth sylw i ddinas Ning-po (Ningbo). Yr oedd cysylltiad y Portiwgeaid â hi yn arwyddocaol yn ôl ei adroddiad: nododd sut y rhoddasant eu henwau eu hunain arni (Liampo neu Limpo), ac adroddodd hanes am gamdrin merched ifainc ganddynt yno a arweiniodd at eu halltudio o'r ymerodraeth. Priodolodd yr hanes yn fanwl mewn cyfeiriad at waith Alexander Hamilton, A new Account of the East Indies (Edinburgh, 1727). At hyn, disgrifiodd leoliad Ningbo ar wastatir hardd a ymdebygai i ardd, â chamlesi yn ffrydio drwyddo. Yr oedd y dull o symud cychod o un gamlas i'r llall er gwaethaf yr amrywiaeth yn lefelau'r dŵr o gryn ddiddordeb i Pennant, ac ategwyd at ei ddisgrifiad ef gyfeiriad at George Staunton, An Authentic Account of an Embassy from the King of Great Britain to the Emperor of China (London, 1797) mewn nodyn gan David Pennant ar waelod y dudalen yn fersiwn argraffedig y daith yn Tsieina.","",""
"a736ed94-8136-4c76-829c-3bb8d7110731","China_output069_text.txt","Batavia","char-offset:991","PLACE","http://sws.geonames.org/1642907","Jakarta","","-6.208485976669147","106.84853313477284","","VERIFIED","","","",""
"c535ef27-594e-4638-b45c-280f79874381","China_output069_text.txt","Siam","char-offset:1000","PLACE","http://sws.geonames.org/1605651","Thailand","","15.106750191415511","101.01851714366165","","VERIFIED","","","",""
"85e252ce-26ff-445c-bf3f-d651a93161a2","China_output069_text.txt","Japan","char-offset:1010","PLACE","http://sws.geonames.org/1861060","Japan","","37.56741004797496","137.99463874474714","","VERIFIED","","","",""
"5d498ffc-2c9e-4dce-9dbc-e70cf731140c","China_output069_text.txt","Embassy to China","char-offset:1693","PERSON","","","","","","","","Staunton (1797)","","",""
"25665d57-8ba6-428f-b604-dc78196c6124","China_output070_text.txt","Hamilion","char-offset:45","PERSON","","","","","","","","Hamilton|Alexander","Alexander Hamilton, A new Account of the East Indies (Edinburgh, 1727), vol. II, p. 284 <https://books.google.co.uk/books?redir_esc=y&id=2YCoCwtJd1gC&q=opulent#v=snippet&q=opulent&f=false>","",""
"ac2bc067-d7ed-4c3c-b142-21824f6d2758","China_output070_text.txt","city","char-offset:137","PLACE","http://sws.geonames.org/1799397","Ningbo","","29.87819","121.54945","","VERIFIED","","","",""
"8cea02b3-30b9-4d38-89bc-b2f1b3e5c8fd","China_output070_text.txt","river Tchen-tang-tchiang","char-offset:217","PLACE","http://maps.cga.harvard.edu/tgaz/placename/hvd_40076","Qiantang Xian","-0222/0013","30.29412","120.16862","","VERIFIED","journey_pennant coastal_01","Fuchun River (Fuchun Jiang / Wade-Giles Fu-ch'un Chiang) runs through Zhejiang province, lower course and estuary discharges at Hangzhou into Hangzhou Bay and is called Quantang River <https://www.britannica.com/place/Fuchun-River>. The location chosen here appears to relate to the estuary or possibly a town on it.","",""
"10795d37-8873-4286-a7ba-e71164b3d7e6","China_output070_text.txt","Hang-tchoo","char-offset:258","PLACE","http://sws.geonames.org/1808926","Hangzhou","","30.29365","120.16142","","VERIFIED","journey_pennant coastal_01","| Heddiw, Hangzhou, yng ngogledd-orllewin talaith Zhejiang ar frig Bae Hangzhou yw dinas fwyaf poblog y dalaith honno. Nododd Pennant ei bod wedi'i lleoli gryn bellter oddi wrth arllwysiad afon Tchen-tang-tchiang (Qiantang Xian), yn lîg o led erbyn hynny, i'r bae; a chyfleodd ei phoblogaeth uchel drwy nodi bod trigain mil o weithwyr yn byw oddi mewn i'w waliau, ynghyd â rhai cannoedd o filoedd yn y wlad o'i chwmpas. Yr oedd yn adnabyddus am ei gweithfeydd trin sidan, cynnyrch pwysig yn y dalaith o'i hamgylch. Gw. <https://en.wikipedia.org/wiki/Hangzhou>.","",""
"ed60dfa3-f378-4336-86a1-0f6b6fd24bc2","China_output070_text.txt","Hang-tchoo","char-offset:488","PLACE","http://sws.geonames.org/1808926","Hangzhou","","30.29365","120.16142","","VERIFIED","journey_pennant coastal_01","","",""
"75b20d72-e348-408d-bc40-5cfae5e0b33f","China_output070_text.txt","city","char-offset:610","PLACE","http://sws.geonames.org/1808926","Hangzhou","","30.29365","120.16142","","VERIFIED","","","",""
"96396cc0-1350-41c7-9826-cdfc535cf2ea","China_output070_text.txt","Si-hû","char-offset:654","PLACE","http://sws.geonames.org/8306367","Xihu","","30.24164","120.11887","","VERIFIED","journey_pennant coastal_01","Xi Lake on Google maps, 30.24310146401392, 120.14395683039295. 'hu' means 'lake' so is this the right place? https://en.wikipedia.org/wiki/West_Lake | Rhoddodd Pennant ddisgrifiad o harddwch llynbychan Si-hû (Xihu) ger dinas Hangzhou. Nododd bod llwybrau'n arwain drosto a neuaddau cain wedi'u codi ar byst uwch lefel y dŵr gan ei wneud yn lleoliad delfrydol ar gyfer diddanwch y trigolion. Yr oedd hefyd yn llawn o bysgod euraid, trawiadol a oedd yn fanteisiol ar gyfer masnachu â rhannau eraill o'r ymerodraeth.","",""
"29704a4e-e546-46af-95c0-9f952e5ddc89","China_output070_text.txt","Linnæus","char-offset:1241","PERSON","","","","","","","","Linnæus|Carl","","",""
"6f231e2c-8cbb-4dcf-9915-a32b0e97346a","China_output071_text.txt","Mr. Edwards","char-offset:45","PERSON","","","","","","","","Edwards|George","","",""
"ced1540b-57e9-46a4-b069-41bfca794b0b","China_output071_text.txt","Bloch","char-offset:72","PERSON","","","","","","","","Bloch|Marcus Elieser","Marcus Elieser Bloch (1723–1799), ichthyologist, author of 12 vol. Allgemeine Naturgeschichte der Fische (1785-97) <https://en.wikipedia.org/wiki/Marcus_Elieser_Bloch#Works_and_legacy> <https://www.biodiversitylibrary.org/creator/5053#/titles>
","",""
"9834edf3-7885-40d2-ad57-9fa3f3fac7f8","China_output071_text.txt","Du Halde","char-offset:247","PERSON","","","","","","","","Du Halde","","",""
"8880cb3f-8434-48eb-b604-c57af2776ab8","China_output071_text.txt","China","char-offset:312","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"6228e856-6189-40ab-80a8-3aad022a80dd","China_output072_text.txt","Peking","char-offset:83","PLACE","http://sws.geonames.org/1816670","Beijing","","39.9075","116.39723","","VERIFIED","","","",""
"f8024495-127f-4e57-afee-2a935c283aef","China_output072_text.txt","Tchen-tang-tchiang","char-offset:1025","PLACE","http://maps.cga.harvard.edu/tgaz/placename/hvd_40076","Qiantang Xian","-0222/0013","30.29412","120.16862","","VERIFIED","journey_pennant coastal_01","| Cyfeiriodd Pennant at aber enfawr yr afon hon. Y mae afon Fuchun (Fuchun Jiang) yn rhedeg drwy dalaith Zhejiang, â'i changen isaf, a elwir Afon Quantang, yn llifo i Fae Hangzhou yn ninas Hangzhou. Dyma'r afon a awgrymir gan gyfeiriad Pennant at aberu'r afon ger 'dinas fawr Hang-tchoo'.","",""
"a70e12b9-e93e-4f4d-b7f5-825139175dfc","China_output072_text.txt","Tche-tchang","char-offset:1104","PLACE","http://sws.geonames.org/1784764","Zhejiang","","29.177451288392167","120.07441037506396","","VERIFIED","province|journey_pennant coastal_01","Zhegiang province <https://en.wikipedia.org/wiki/Zhejiang> |
Talaith arfordirol i'r gogledd o Fujian. Adroddodd Pennant ei bod yn eithriadol fasnachol ac yn nodedig am ei gwaith sidan, ei choed o fambŵ, ynghyd â'i madarch, ham, gwêr, llysiau, a halen. Defnyddid yr halen i halltu pysgod ac fe'i mewnforid mewn bareli i rannau mewnol yr ymerodraeth.","",""
"2591615d-d6af-4086-8653-e757781526b5","China_output072_text.txt","Kyang-nan","char-offset:1119","PLACE","http://sws.geonames.org/1806260","Jiangsu","","32.97856448873052","119.44180791487143","","VERIFIED","journey_pennant coastal_01|province","Kyang-nan and its division between Jiangsu and Anhui | Ynghyd â Zhejiang, talaith a achubwyd rhag y môr, megis yr Iseldiroedd, oedd 'Kyang-nan' (Jiangnan). Yn ôl traddodiad Tsieineaidd, achoswyd y colli tir gan ddilyw mawr, dilyw Noa fwy na thebyg. Cwestiynodd Pennant gronoleg Du Halde a fynnodd mai'r Ymerawdwr 'Yau' (Yao; c.2356–2255 CC) oedd yn gyfrifol am adfer y tir. Bodolai'r dalaith hon yn ystod yr ymerodraeth Qing gynnar ond rhannwyd y diriogaeth yn nheyrnasiad yr Ymerawdwyr Kangxi a Qianlong (1654–1722; 1736–95) rhwng taleithiau Jiangsu ac Anhui. Fe'i cynrychiolir ar y map hwn gan dalaith arfordirol fodern Jiangsu: dyma'r lleoliad a ddisgrifir ar ei chyfer gan Pennant. Gw. https://en.wikipedia.org/wiki/Jiangnan_Province.","",""
"33ddadab-8eed-405f-9c57-21c491e7f01e","China_output072_text.txt","Nanquin","char-offset:1210","PLACE","http://sws.geonames.org/1799962","Nanjing","","32.06167","118.77778","","VERIFIED","journey_pennant coastal_01","| Nanquin (Nanjing), prifddinas talaith Jiangsu heddiw, wedi'i lleoli yn ardal aber Afon Yangtze. Cyfeiriodd Pennant at yr anhawster a gâi llongau mawr i'w chyrraedd o'r arfordir oherwydd dyddodion tywod. Gallai'r Tsieineaid ymdrin â'r broblem hon, awgrymodd, 'but it is supposed they wished rather to promote their inland trade than launch into distant commerce'. Gw. https://en.wikipedia.org/wiki/Nanjing.","",""
"f12bf5e1-f75f-49df-b7f7-4024b6bb4ad9","China_output072_text.txt","Tsong-ming","char-offset:1236","","","","","","","","","journey_pennant coastal_01","I think this could be Chongming island, but it's not large enough (1,267 square kilometers (489 square miles) , whereas TP's island is 90 miles long x 20 in breadth, which gives 1,800 square miles). However, since the river is in an estuary and centuries have passed, this may not be impossible. See <https://www.chinahighlights.com/shanghai/attraction/chongming-island.htm> and georeferences from Google maps of 31.652686517218825, 121.54901813043597 | Disgrifia Pennant sut y gweddnewidiodd lladron a drwgweithredwyr a alltudid i ynys ddiffaith Tsong-ming hi i greu menter gymunedol a ddenai deuluoedd o'r tir mawr i fanteisio ar ei chnydau ac i fagu stoc amaethyddol. Y mae peth ansicrwydd ynghylch y lleoliad. Sylwer nad yw'r ynys anodwyd ar y map, sef Ynys Chongming (489 milltir sgwâr), yn ddigon mawr i gyfateb i'r ynys a ddisgrifir gan Pennant (hyd 90 milltir; lled 20 milltir; sef 1,800 milltir sgwâr).","",""
"cdd40652-6155-41cb-b07a-2221ad93e7d0","China_output073_text.txt","Nanquin","char-offset:332","","","","","","","","","journey_pennant coastal_01","","",""
"8b3c522c-de24-4636-82cb-1009efaa94f6","China_output073_text.txt","Whang-ho-hoo","char-offset:605","PLACE","http://geo-kima.org/place/3741","Yellow River (China)","","","","","VERIFIED","Huang Hé (Yellow River)|journey_pennant coastal_01","https://www.britannica.com/place/Yellow-River on name forms including pinying Huang Hé and Wade-Giles and other romanizations Huang Ho, Hwang Ho. | Awgrymodd Pennant yn gyfeiliornus bod yr Afon
Felen (Huang hé) yn aberu ger ffin ogleddol talaith Jiangsu. Yng ngogledd ddwyrain talaith Shandong y mae'r aber heddiw, ond sylwer bod newidiadau wedi bod yng nghwrs yr afon dros y canrifoedd. Gw. <http://www.delta-alliance.org/wings/china-yellow-river-wing/yellowriverdelta>.","",""
"9384318c-493a-482e-abfc-f9df1d083ae9","China_output073_text.txt","province","char-offset:688","PLACE","http://sws.geonames.org/1806260","Jiangsu","","32.97856448873052","119.44180791487143","","VERIFIED","journey_pennant coastal_01","The information given here is not correct. The Yellow River delta is in the northeast of Shandong province; but on changes in the river's course see http://www.delta-alliance.org/wings/china-yellow-river-wing/yellowriverdelta | Trafodir talaith Jiangsu yn adroddiad Pennant ond gan honni'n gyfeiliornus mai ger ei ffin ogleddol hi yr arllwysa'r Afon Felen i'r môr. Mewn gwirionedd, yng ngogledd ddwyrain talaith Shandong y gwelir Delta Afon Felen.","",""
"e35bed8e-b41d-4e81-9b4b-6a56262432d0","China_output073_text.txt","Yun-tay-shan","char-offset:748","PLACE","","","","","","","NOT_IDENTIFIABLE","journey_pennant coastal_01","Possibly Qinshan Island, Jiangsu province which is in latitude 34.8665° or 34° 51' 59"" north; see https://mapcarta.com/W820308219; Google maps 34.86893252655724, 119.2854038058847 | Awgrymir mai Ynys Qinshan yn nhalaith Jiangsu yw Yun-tay-shan Pennant. Fe'i disgrifir fel ynys fechan wedi'i lleoli gyferbyn â man cychwyn talaith Shandong ar y tir mawr.","",""
"9b1d2626-0dc1-4c7e-9a3a-123b27d180eb","China_output073_text.txt","province","char-offset:796","","","","","","","","","journey_pennant coastal_01","| Shan-tung province discussed. | Nodir man cychwyn talaith Shan-tung (Shandung), gyferbyn ag ynys fechan o'r enw Yun-tay-shan.
","",""
